iter	Logloss
321	0.02246997153
322	0.02238006824
323	0.02221173747
324	0.02221172335
325	0.02221170295
326	0.02221151467
327	0.02221152408
328	0.02221141268
329	0.02221149898
330	0.02221138915
331	0.02221114124
332	0.02212114538
333	0.02181479418
334	0.02155948008
335	0.02155934514
336	0.02155934357
337	0.02155744506
338	0.02155731953
339	0.02150785617
340	0.02150766789
341	0.02150741214
342	0.02150726622
343	0.02147885754
344	0.02147888578
345	0.02145841791
346	0.02145825474
347	0.02145819825
348	0.02143386902
349	0.02143375919
350	0.0213688755
351	0.02136884883
352	0.02115414253
353	0.02115406251
354	0.02113910818
355	0.02113919761
356	0.02097126381
357	0.02097095314
358	0.02079512089
359	0.02079444778
360	0.0207944164
361	0.02079432069
362	0.02039074516
363	0.02032200795
364	0.02032192165
365	0.02032187458
366	0.02031089929
367	0.02031067021
368	0.02024818555
369	0.02024819339
370	0.0202206006
371	0.02005848943
372	0.02005847374
373	0.02005802814
374	0.02004509
375	0.02004515904
376	0.01998292856
377	0.01998295837
378	0.01998282343
379	0.01985186202
380	0.01985186202
381	0.01985178043
382	0.01983645895
383	0.01955719689
384	0.01955716865
385	0.01955695212
386	0.01953607003
387	0.01953609357
388	0.01953600099
389	0.01948104606
390	0.01948094564
391	0.01948092681
392	0.01948085464
393	0.01948087974
394	0.01945532197
395	0.01945528746
396	0.01945522783
397	0.01942711256
398	0.01942697762
399	0.01942684269
400	0.01935551503
401	0.01923188879
402	0.01899000706
403	0.01899000235
404	0.01898990194
405	0.01886395041
406	0.018864032
407	0.01865054797
408	0.01865033772
409	0.01853409999
410	0.0185340796
411	0.01837455103
412	0.0183745479
413	0.01837448984
414	0.01837452436
415	0.01837444277
416	0.01837421213
417	0.01837392656
418	0.01833294376
419	0.01833289669
420	0.01833292022
421	0.01833283706
422	0.01831410924
423	0.01831415945
424	0.01816966367
425	0.01816964013
426	0.01806864544
427	0.01806852933
428	0.01805689661
429	0.01805281716
430	0.01799806306
431	0.01799789204
432	0.01795676488
433	0.01795669898
434	0.01789728333
435	0.0178255587
436	0.01782540651
437	0.01764605024
438	0.01764576625
439	0.01764580076
440	0.01754945037
441	0.01746694501
442	0.01746131694
443	0.01727713436
444	0.01717810722
445	0.01709624516
446	0.01707795823
447	0.01707801314
448	0.01689737184
449	0.01675936396
450	0.01675945026
451	0.01675930748
452	0.01675931689
453	0.0165323236
454	0.0165323236
455	0.01630786898
456	0.01630787212
457	0.01630786584
458	0.01605796485
459	0.01599068213
460	0.01592629111
461	0.01591289011
462	0.01585976308
463	0.01570449598
464	0.01564951751
465	0.01563994649
466	0.01563951344
467	0.01563946323
468	0.01563945852
469	0.01563943499
470	0.01560336635
