iter	Logloss
0	0.4872878735
1	0.3749811467
2	0.3228043708
3	0.2690408261
4	0.2269042734
5	0.2005862814
6	0.1765345319
7	0.1600828151
8	0.146467661
9	0.1400673012
10	0.1312726667
11	0.1243874922
12	0.1185423395
13	0.115983481
14	0.1122348657
15	0.1097371738
16	0.1054154896
17	0.1023117291
18	0.09847589518
19	0.09721373138
20	0.09305311653
21	0.0908170305
22	0.08834512073
23	0.08701990743
24	0.08575010564
25	0.084204809
26	0.08189588906
27	0.0806846431
28	0.07770915316
29	0.07586539122
30	0.07444095307
31	0.07240990661
32	0.07065911226
33	0.06964538712
34	0.06719257547
35	0.06607860249
36	0.06481178184
37	0.06350330684
38	0.06314331084
39	0.06235128826
40	0.0621591586
41	0.06109236292
42	0.06013087988
43	0.05851689782
44	0.05786503268
45	0.05685095608
46	0.05652218359
47	0.05629407315
48	0.05612195791
49	0.05516516938
50	0.05496837659
51	0.05478367153
52	0.05460375511
53	0.05416227048
54	0.05325170529
55	0.05217655615
56	0.051921264
57	0.05057667016
58	0.05046024572
59	0.0501380129
60	0.04938600348
61	0.04928381633
62	0.04906761475
63	0.0487327827
64	0.04825599511
65	0.04790027312
66	0.04779460589
67	0.04767968457
68	0.04712036024
69	0.04682252255
70	0.04597971706
71	0.04591387784
72	0.0452374387
73	0.04456460517
74	0.04431130882
75	0.04364542292
76	0.04312267873
77	0.04300793628
78	0.04289801072
79	0.04213422109
80	0.04142320389
81	0.04044856305
82	0.03985728092
83	0.03976952875
84	0.03955453533
85	0.03893400038
86	0.03860709816
87	0.03831988587
88	0.03825630289
89	0.0379681743
90	0.03790268967
91	0.03715720109
92	0.03681490678
93	0.03667068244
94	0.03634641617
95	0.03628590533
96	0.03618851625
97	0.03582579643
98	0.03567224583
99	0.03515341164
100	0.03506389904
101	0.03502394237
102	0.03456831145
103	0.03454985663
104	0.0341731035
105	0.03415389555
106	0.03415382338
107	0.0341180811
108	0.03411802775
109	0.0339343049
110	0.03387535681
111	0.03384368457
112	0.03381977897
113	0.03378969772
114	0.03376818645
115	0.03374770446
116	0.0336782408
117	0.03367815607
118	0.03367815293
119	0.03356501402
120	0.03348622096
121	0.03348624607
122	0.03348609231
123	0.03346546283
124	0.03339982757
125	0.03333426136
126	0.03330991644
127	0.03330980347
128	0.03330943004
129	0.03314927073
130	0.03314070702
131	0.03312942263
132	0.03312935359
133	0.03312809524
134	0.03312804817
135	0.03312801051
136	0.03312790696
137	0.03308079242
138	0.0330636242
139	0.03262140526
140	0.03262128915
141	0.03262129857
142	0.03259370892
143	0.03259358967
144	0.03259355829
145	0.03259354574
146	0.03253729323
147	0.03251582275
148	0.03251588551
149	0.03251577882
150	0.03251568468
151	0.03249661167
152	0.03249587109
153	0.03247157011
154	0.03243955268
155	0.03243955268
156	0.03241548077
157	0.03192321951
158	0.03152145305
159	0.03152149698
160	0.03152142167
161	0.0314798646
162	0.03147981125
163	0.03147976418
164	0.03145714519
165	0.03145709812
166	0.03140975136
167	0.03140951287
168	0.03137776845
169	0.03137742327
170	0.03137223923
171	0.03137221726
172	0.03137207291
173	0.03095466646
174	0.03095466646
175	0.03094361742
176	0.03092185197
177	0.03092185197
178	0.03092189277
179	0.03092129026
180	0.03088149363
181	0.03087076154
182	0.03082142213
183	0.03082054348
184	0.03076661311
185	0.03076654721
186	0.0307665629
187	0.03076655663
188	0.03056114991
189	0.03053872548
190	0.03023532718
191	0.03021273642
192	0.03021266425
193	0.03021263914
194	0.03002628034
195	0.029976238
196	0.02996440132
197	0.02996435111
198	0.02994271118
199	0.02989130694
200	0.02989132891
201	0.02983822699
202	0.02964714543
203	0.0296470356
204	0.02961039897
205	0.02946852817
206	0.02946862231
207	0.02945050326
208	0.02945037774
209	0.02934211534
210	0.02919696215
211	0.02917474168
212	0.02889172809
213	0.02889008376
214	0.02885993033
215	0.02883898704
216	0.0288388929
217	0.02883887408
218	0.02883197666
219	0.0288104246
220	0.02879565384
221	0.02870337976
222	0.0285708917
223	0.0285708917
224	0.02815644442
225	0.02815641932
226	0.02807248929
227	0.02807239515
228	0.02807238887
229	0.02790824425
230	0.02787721531
231	0.02787715255
232	0.02787714941
233	0.0278770333
234	0.02787704585
235	0.02785432644
236	0.02778746421
237	0.02775508277
238	0.02775485056
239	0.02773573989
240	0.02744365109
241	0.02742216492
242	0.02742218375
243	0.02740780211
244	0.02686384477
245	0.02686391067
246	0.02686377887
247	0.02686370356
248	0.02686374121
249	0.02685554779
250	0.02685554779
251	0.0268398419
252	0.02681697186
253	0.02672945191
254	0.02629559899
255	0.02599009193
256	0.02598309096
257	0.02598279912
258	0.02598286659
259	0.02598286188
260	0.02598280383
261	0.02540836827
262	0.02540827412
263	0.02539767853
264	0.02534800178
265	0.02532656426
266	0.02529756249
267	0.02525115872
268	0.02525107556
269	0.02525100181
270	0.02525108183
271	0.02523020288
272	0.02522981376
273	0.02522989849
274	0.02519788577
275	0.02517708527
276	0.02517697387
277	0.02499891989
278	0.02499898422
279	0.02499907365
280	0.02498443626
281	0.02498440802
282	0.02456332222
283	0.02454613203
284	0.02427794254
285	0.02427781859
286	0.0242776256
287	0.02395034524
288	0.02395020246
289	0.02392996838
290	0.02390694928
291	0.02390064339
292	0.02390064339
293	0.02386229183
294	0.02385373282
295	0.02385373282
296	0.02377577919
297	0.02374146001
298	0.02370612568
299	0.02370607233
300	0.02368810077
301	0.02368794701
302	0.02368792818
303	0.02367222072
304	0.02367224425
305	0.02366119364
306	0.02366117011
307	0.02364749924
308	0.02363385347
309	0.02324233899
310	0.02324239704
311	0.02324239861
312	0.02312520065
313	0.02310562869
314	0.02307740986
315	0.02304015661
316	0.02303979103
317	0.02266869264
318	0.02266854829
319	0.02247012843
320	0.02247013
